Afrik	África
29 novanm	29 de noviembre
28 novanm	28 de noviembre
27 novanm	27 de noviembre
26 novanm	26 de noviembre
25 novanm	25 de noviembre
23 novanm	23 de noviembre
24 novanm	24 de noviembre
21 novanm	21 de noviembre
20 novanm	20 de noviembre
22 novanm	22 de noviembre
19 novanm	19 de noviembre
18 novanm	18 de noviembre
17 novanm	17 de noviembre
16 novanm	16 de noviembre
Katmandou	Katmandú
Bèlmopan	Belmopán
San Jozé	San José (Costa Rica)
San Salvadò	San Salvador
Kanbera	Canberra
Vèt	Verde
Rouj	Rojo
Dife	Fuego
Foton	Fotón
Pozitwon	Positrón
Tegousigoualpa	Tegucigalpa
Managoua	Managua
Panama (kapital)	Panamá (ciudad)
Titanya	Titania (satélite)
Oberon	Oberón (satélite)
Enbryèl	Umbriel (satélite)
Aryèl	Ariel (satélite)
Miranda	Miranda (satélite)
Triton	Tritón (satélite)
Raba	Rabat
Komèt	Cometa
Alje	Argel
Tinis	Túnez (ciudad)
Tripoli	Trípoli
Djibouti (kapital)	Yibuti (ciudad)
Angol	Angol
Antofagasta	Antofagasta
Teheran	Teherán
Adis-Abeba	Adís Abeba
Jakarta	Yakarta
Ankara	Ankara
Asmara	Asmara
N'Djamèna	Yamena
Niamè	Niamey
Nouakchot	Nuakchot
Riyad	Riad
1961 (almanak gregoryen)	1961
Bamako	Bamako
Bèlgrad	Belgrado
Dakar	Dakar
Banjoul	Banjul
Konakri	Conakri
Biso	Bisáu
Castro, Chili	Castro (Chile)
Monrovia	Monrovia
1960 (almanak gregoryen)	1960
Akra	Acra
Chiguayante	Chiguayante
Damas	Damasco
Yamousoukro	Yamusukro
Giyàn franse	Guayana Francesa
Chillán	Chillán
Ouagadougou	Uagadugú
Fritonn	Freetown
Abouja	Abuya
Lome	Lomé
Pòto-Novo	Porto Novo
Amàn	Amán
Yaounde	Yaundé
Coyhaique	Coyhaique
Malabo	Malabo
Bewout	Beirut
Libvil	Libreville
Mascat	Mascate
Bangiy	Bangui
Kinchasa	Kinsasa
Brazavil	Brazzaville
Boujoumboura	Buyumbura
Nikozi	Nicosia
Kigali	Kigali
Doha	Doha
Astewoyid	Asteroide
Dodoma	Dodoma
Copiapó	Copiapó
Nayrobi	Nairobi
Coquimbo	Coquimbo
Coronel (Chili)	Coronel (Chile)
Lilongwe	Lilongüe
Louzaka	Lusaka
Manama	Manama
Eklips solèy	Eclipse solar
Mapouto	Maputo
Kanpala	Kampala
Louanda	Luanda
Moroni	Moroni (Comoras)
Mbabàn	Mbabane
Galisiya	Galicia
Maserou	Maseru
Sistèm binè	Sistema binario
Lekòl	Escuela
Antananarivo	Antananarivo
Inivèsite	Universidad
Gaboròn	Gaborone
Arare	Harare
Pretoria	Pretoria
Pò-Loui	Port Louis
Pingpong	Tenis de mesa
Sao Tome	Santo Tomé (capital)
Asturies	Asturias
Windoèk	Windhoek
Sipènova	Supernova
Wikipedya:Bak sab	Wikipedia:Zona de pruebas
Viktorya	Victoria (Seychelles)
Cantabrie	Cantabria
Kay	Casa
Aljèb	Álgebra
Peyi basque	País Vasco
Navarre	Navarra
Rivyè	Río
Osasco	Osasco
Aragon	Aragón
Aewopò Dong Hoi	Aeropuerto de Đồng Hới
Etwal a netwon	Estrella de neutrones
Curitiba	Curitiba
Panje	Pangea
Forè	Bosque
Talca	Talca
Rancagua, Chili	Rancagua
Confucius	Confucio
Corbin Bleu	Corbin Bleu
Kategori:Matematik	Categoría:Matemáticas
Kategori:Lang atifisyèl	Categoría:Lenguas artificiales
Renesans	Renacimiento
Nich	Nido
1488 (almanak jilyen)	1488
Owayo (rivyè)	Río Ohio
Ewo	Euro
Eugenio Calabi	Eugenio Calabi
Sagua la Grande, Villa Clara	Sagua la Grande
Krisyanis	Cristianismo
1004 (almanak jilyen)	1004
Seattle, Washington	Seattle
Diri	Arroz
Kontinan	Continente
Zwazo	Aves
Kapital	Capital (política)
Monzón, Espay	Monzón (Huesca)
Mwa	Mes
Mustafa Kemal Atatürk	Mustafa Kemal Atatürk
1948 (almanak gregoryen)	1948
1949 (almanak gregoryen)	1949
Almazán	Almazán
Huang Xianfan	Huang Xianfan
1956 (almanak gregoryen)	1956
1200 (almanak jilyen)	1200
1201 (almanak jilyen)	1201
1202 (almanak jilyen)	1202
1203 (almanak jilyen)	1203
1204 (almanak jilyen)	1204
1205 (almanak jilyen)	1205
1206 (almanak jilyen)	1206
1941 (almanak gregoryen)	1941
1207 (almanak jilyen)	1207
1208 (almanak jilyen)	1208
1945 (almanak gregoryen)	1945
1209 (almanak jilyen)	1209
1210 (almanak jilyen)	1210
1211 (almanak jilyen)	1211
1958 (almanak gregoryen)	1958
1212 (almanak jilyen)	1212
1926 (almanak gregoryen)	1926
1213 (almanak jilyen)	1213
1947 (almanak gregoryen)	1947
1944 (almanak gregoryen)	1944
1952 (almanak gregoryen)	1952
Huércal de Almería (Almería)	Huércal de Almería
Tool Command Language	Tcl
Ansiklopedi	Enciclopedia
Paj Prensipal	Wikipedia:Portada
1959 (almanak gregoryen)	1959
1957 (almanak gregoryen)	1957
Rezistò	Resistor
Desibèl	Decibelio
Tranzistò	Transistor
1214 (almanak jilyen)	1214
1215 (almanak jilyen)	1215
Bèzbòl	Béisbol
Baskètbòl	Baloncesto
1216 (almanak jilyen)	1216
Gòlf (espò)	Golf
Rigbi	Rugby
1217 (almanak jilyen)	1217
1218 (almanak jilyen)	1218
1219 (almanak jilyen)	1219
1220 (almanak jilyen)	1220
1221 (almanak jilyen)	1221
1222 (almanak jilyen)	1222
1223 (almanak jilyen)	1223
Ewazi	Eurasia
1224 (almanak jilyen)	1224
1225 (almanak jilyen)	1225
1226 (almanak jilyen)	1226
1227 (almanak jilyen)	1227
1228 (almanak jilyen)	1228
1229 (almanak jilyen)	1229
1230 (almanak jilyen)	1230
1231 (almanak jilyen)	1231
1232 (almanak jilyen)	1232
Misouri (rivyè)	Río Misuri
1233 (almanak jilyen)	1233
1234 (almanak jilyen)	1234
1235 (almanak jilyen)	1235
1236 (almanak jilyen)	1236
1237 (almanak jilyen)	1237
1238 (almanak jilyen)	1238
1239 (almanak jilyen)	1239
1240 (almanak jilyen)	1240
1241 (almanak jilyen)	1241
1242 (almanak jilyen)	1242
1243 (almanak jilyen)	1243
1244 (almanak jilyen)	1244
1245 (almanak jilyen)	1245
1246 (almanak jilyen)	1246
Li Kap	Ciudad del Cabo
1247 (almanak jilyen)	1247
1248 (almanak jilyen)	1248
1249 (almanak jilyen)	1249
1250 (almanak jilyen)	1250
1251 (almanak jilyen)	1251
1252 (almanak jilyen)	1252
1253 (almanak jilyen)	1253
1254 (almanak jilyen)	1254
1255 (almanak jilyen)	1255
1256 (almanak jilyen)	1256
1257 (almanak jilyen)	1257
1258 (almanak jilyen)	1258
1259 (almanak jilyen)	1259
1260 (almanak jilyen)	1260
1261 (almanak jilyen)	1261
1262 (almanak jilyen)	1262
1263 (almanak jilyen)	1263
1264 (almanak jilyen)	1264
1265 (almanak jilyen)	1265
1266 (almanak jilyen)	1266
1267 (almanak jilyen)	1267
1268 (almanak jilyen)	1268
1269 (almanak jilyen)	1269
1270 (almanak jilyen)	1270
1271 (almanak jilyen)	1271
1272 (almanak jilyen)	1272
1273 (almanak jilyen)	1273
1274 (almanak jilyen)	1274
1275 (almanak jilyen)	1275
1276 (almanak jilyen)	1276
1277 (almanak jilyen)	1277
1278 (almanak jilyen)	1278
1279 (almanak jilyen)	1279
1280 (almanak jilyen)	1280
1281 (almanak jilyen)	1281
1282 (almanak jilyen)	1282
1283 (almanak jilyen)	1283
1284 (almanak jilyen)	1284
1285 (almanak jilyen)	1285
1286 (almanak jilyen)	1286
1287 (almanak jilyen)	1287
1288 (almanak jilyen)	1288
1289 (almanak jilyen)	1289
1290 (almanak jilyen)	1290
1291 (almanak jilyen)	1291
1292 (almanak jilyen)	1292
1293 (almanak jilyen)	1293
1294 (almanak jilyen)	1294
1295 (almanak jilyen)	1295
1296 (almanak jilyen)	1296
1297 (almanak jilyen)	1297
1298 (almanak jilyen)	1298
1299 (almanak jilyen)	1299
Vincent Van Gogh	Vincent van Gogh
Michelangelo	Miguel Ángel
Pablo Picasso	Pablo Picasso
1300 (almanak jilyen)	1300
1301 (almanak jilyen)	1301
1302 (almanak jilyen)	1302
1303 (almanak jilyen)	1303
Marie de France	María de Francia (poetisa)
1304 (almanak jilyen)	1304
1305 (almanak jilyen)	1305
Kataloy	Cataluña
1306 (almanak jilyen)	1306
1307 (almanak jilyen)	1307
Valence	Comunidad Valenciana
1308 (almanak jilyen)	1308
1309 (almanak jilyen)	1309
La Rioja	La Rioja (España)
1310 (almanak jilyen)	1310
1311 (almanak jilyen)	1311
1312 (almanak jilyen)	1312
1313 (almanak jilyen)	1313
Kastil ak Leon	Castilla y León
1314 (almanak jilyen)	1314
1315 (almanak jilyen)	1315
1316 (almanak jilyen)	1316
1317 (almanak jilyen)	1317
Castille-La Manche	Castilla-La Mancha
1318 (almanak jilyen)	1318
Zile Baleares	Islas Baleares
1319 (almanak jilyen)	1319
1320 (almanak jilyen)	1320
1321 (almanak jilyen)	1321
1322 (almanak jilyen)	1322
1323 (almanak jilyen)	1323
Murcie	Región de Murcia
1324 (almanak jilyen)	1324
1325 (almanak jilyen)	1325
Bètleyèm	Belén
Estremadure	Extremadura
1326 (almanak jilyen)	1326
Andalouzi	Andalucía
1327 (almanak jilyen)	1327
1328 (almanak jilyen)	1328
Novak Djokovic	Novak Djokovic
Canaries	Canarias
Ceuta	Ceuta
Melilla	Melilla
Kaboul	Kabul
Filozofi	Filosofía
1329 (almanak jilyen)	1329
Huntington Beach, Kalifòni	Huntington Beach (California)
1330 (almanak jilyen)	1330
1331 (almanak jilyen)	1331
1332 (almanak jilyen)	1332
1333 (almanak jilyen)	1333
1334 (almanak jilyen)	1334
1335 (almanak jilyen)	1335
1336 (almanak jilyen)	1336
1337 (almanak jilyen)	1337
1338 (almanak jilyen)	1338
1339 (almanak jilyen)	1339
1340 (almanak jilyen)	1340
1341 (almanak jilyen)	1341
1342 (almanak jilyen)	1342
1343 (almanak jilyen)	1343
1344 (almanak jilyen)	1344
1345 (almanak jilyen)	1345
1346 (almanak jilyen)	1346
1347 (almanak jilyen)	1347
1348 (almanak jilyen)	1348
1349 (almanak jilyen)	1349
1350 (almanak jilyen)	1350
Te	Té
1351 (almanak jilyen)	1351
Hebe Camargo	Hebe Camargo
Portland, Oregon	Portland
1400 (almanak jilyen)	1400
1401 (almanak jilyen)	1401
1352 (almanak jilyen)	1352
1402 (almanak jilyen)	1402
1353 (almanak jilyen)	1353
1403 (almanak jilyen)	1403
1354 (almanak jilyen)	1354
1404 (almanak jilyen)	1404
1355 (almanak jilyen)	1355
1405 (almanak jilyen)	1405
1500 (almanak jilyen)	1500
1406 (almanak jilyen)	1406
1356 (almanak jilyen)	1356
1501 (almanak jilyen)	1501
1407 (almanak jilyen)	1407
1357 (almanak jilyen)	1357
1502 (almanak jilyen)	1502
1408 (almanak jilyen)	1408
1358 (almanak jilyen)	1358
1503 (almanak jilyen)	1503
1359 (almanak jilyen)	1359
1409 (almanak jilyen)	1409
1504 (almanak jilyen)	1504
1360 (almanak jilyen)	1360
1410 (almanak jilyen)	1410
1505 (almanak jilyen)	1505
1506 (almanak jilyen)	1506
1411 (almanak jilyen)	1411
1361 (almanak jilyen)	1361
1507 (almanak jilyen)	1507
1412 (almanak jilyen)	1412
1362 (almanak jilyen)	1362
1413 (almanak jilyen)	1413
1508 (almanak jilyen)	1508
1363 (almanak jilyen)	1363
1509 (almanak jilyen)	1509
1414 (almanak jilyen)	1414
1510 (almanak jilyen)	1510
1415 (almanak jilyen)	1415
1364 (almanak jilyen)	1364
1511 (almanak jilyen)	1511
1416 (almanak jilyen)	1416
1365 (almanak jilyen)	1365
1512 (almanak jilyen)	1512
1417 (almanak jilyen)	1417
1366 (almanak jilyen)	1366
1513 (almanak jilyen)	1513
1418 (almanak jilyen)	1418
1367 (almanak jilyen)	1367
Nonm avogadwo	Constante de Avogadro
1514 (almanak jilyen)	1514
1419 (almanak jilyen)	1419
1368 (almanak jilyen)	1368
1515 (almanak jilyen)	1515
1420 (almanak jilyen)	1420
1369 (almanak jilyen)	1369
1516 (almanak jilyen)	1516
1421 (almanak jilyen)	1421
1370 (almanak jilyen)	1370
Sahara oksidantal	Sahara Occidental
1371 (almanak jilyen)	1371
Peyi	País
1372 (almanak jilyen)	1372
1373 (almanak jilyen)	1373
1422 (almanak jilyen)	1422
1517 (almanak jilyen)	1517
Nasyon	Nación
1423 (almanak jilyen)	1423
1518 (almanak jilyen)	1518
1374 (almanak jilyen)	1374
1424 (almanak jilyen)	1424
1375 (almanak jilyen)	1375
1519 (almanak jilyen)	1519
1376 (almanak jilyen)	1376
1425 (almanak jilyen)	1425
1520 (almanak jilyen)	1520
1521 (almanak jilyen)	1521
1377 (almanak jilyen)	1377
1426 (almanak jilyen)	1426
1522 (almanak jilyen)	1522
1523 (almanak jilyen)	1523
1427 (almanak jilyen)	1427
1378 (almanak jilyen)	1378
1524 (almanak jilyen)	1524
1525 (almanak jilyen)	1525
1428 (almanak jilyen)	1428
1379 (almanak jilyen)	1379
1526 (almanak jilyen)	1526
1429 (almanak jilyen)	1429
1380 (almanak jilyen)	1380
1381 (almanak jilyen)	1381
1382 (almanak jilyen)	1382
1383 (almanak jilyen)	1383
1430 (almanak jilyen)	1430
1431 (almanak jilyen)	1431
Indianapolis, Indiana	Indianápolis
1384 (almanak jilyen)	1384
1432 (almanak jilyen)	1432
1385 (almanak jilyen)	1385
1386 (almanak jilyen)	1386
1433 (almanak jilyen)	1433
1387 (almanak jilyen)	1387
1434 (almanak jilyen)	1434
1435 (almanak jilyen)	1435
1388 (almanak jilyen)	1388
1436 (almanak jilyen)	1436
1389 (almanak jilyen)	1389
1437 (almanak jilyen)	1437
1390 (almanak jilyen)	1390
1438 (almanak jilyen)	1438
1391 (almanak jilyen)	1391
1439 (almanak jilyen)	1439
1392 (almanak jilyen)	1392
1440 (almanak jilyen)	1440
Natasyon	Natación
1393 (almanak jilyen)	1393
1394 (almanak jilyen)	1394
1395 (almanak jilyen)	1395
1441 (almanak jilyen)	1441
1396 (almanak jilyen)	1396
1397 (almanak jilyen)	1397
1442 (almanak jilyen)	1442
1527 (almanak jilyen)	1527
1528 (almanak jilyen)	1528
1398 (almanak jilyen)	1398
1443 (almanak jilyen)	1443
1444 (almanak jilyen)	1444
1529 (almanak jilyen)	1529
1399 (almanak jilyen)	1399
1445 (almanak jilyen)	1445
1530 (almanak jilyen)	1530
1446 (almanak jilyen)	1446
1531 (almanak jilyen)	1531
1447 (almanak jilyen)	1447
1532 (almanak jilyen)	1532
1448 (almanak jilyen)	1448
1533 (almanak jilyen)	1533
1449 (almanak jilyen)	1449
1534 (almanak jilyen)	1534
1450 (almanak jilyen)	1450
1535 (almanak jilyen)	1535
1451 (almanak jilyen)	1451
1536 (almanak jilyen)	1536
1452 (almanak jilyen)	1452
1537 (almanak jilyen)	1537
1453 (almanak jilyen)	1453
1538 (almanak jilyen)	1538
1454 (almanak jilyen)	1454
1539 (almanak jilyen)	1539
1455 (almanak jilyen)	1455
1540 (almanak jilyen)	1540
Kategori:Astwonomi	Categoría:Astronomía
1541 (almanak jilyen)	1541
1456 (almanak jilyen)	1456
1457 (almanak jilyen)	1457
1542 (almanak jilyen)	1542
1458 (almanak jilyen)	1458
1543 (almanak jilyen)	1543
1459 (almanak jilyen)	1459
1544 (almanak jilyen)	1544
1460 (almanak jilyen)	1460
1545 (almanak jilyen)	1545
1461 (almanak jilyen)	1461
1546 (almanak jilyen)	1546
1462 (almanak jilyen)	1462
1547 (almanak jilyen)	1547
1463 (almanak jilyen)	1463
1548 (almanak jilyen)	1548
1464 (almanak jilyen)	1464
1549 (almanak jilyen)	1549
1465 (almanak jilyen)	1465
1550 (almanak jilyen)	1550
1466 (almanak jilyen)	1466
1551 (almanak jilyen)	1551
1467 (almanak jilyen)	1467
1468 (almanak jilyen)	1468
1552 (almanak jilyen)	1552
1469 (almanak jilyen)	1469
1553 (almanak jilyen)	1553
1470 (almanak jilyen)	1470
1554 (almanak jilyen)	1554
1471 (almanak jilyen)	1471
1555 (almanak jilyen)	1555
Rome, Georgie	Rome (Georgia)
Rome, New York	Rome (Nueva York)
1472 (almanak jilyen)	1472
1556 (almanak jilyen)	1556
1473 (almanak jilyen)	1473
1557 (almanak jilyen)	1557
1474 (almanak jilyen)	1474
1558 (almanak jilyen)	1558
Estrasbou	Estrasburgo
1475 (almanak jilyen)	1475
1559 (almanak jilyen)	1559
1476 (almanak jilyen)	1476
1560 (almanak jilyen)	1560
1477 (almanak jilyen)	1477
1478 (almanak jilyen)	1478
1561 (almanak jilyen)	1561
1479 (almanak jilyen)	1479
1562 (almanak jilyen)	1562
1480 (almanak jilyen)	1480
1563 (almanak jilyen)	1563
1481 (almanak jilyen)	1481
1564 (almanak jilyen)	1564
1482 (almanak jilyen)	1482
1565 (almanak jilyen)	1565
1483 (almanak jilyen)	1483
1566 (almanak jilyen)	1566
1484 (almanak jilyen)	1484
1567 (almanak jilyen)	1567
1485 (almanak jilyen)	1485
1486 (almanak jilyen)	1486
1568 (almanak jilyen)	1568
1487 (almanak jilyen)	1487
1569 (almanak jilyen)	1569
1570 (almanak jilyen)	1570
1489 (almanak jilyen)	1489
1571 (almanak jilyen)	1571
1490 (almanak jilyen)	1490
1572 (almanak jilyen)	1572
1491 (almanak jilyen)	1491
1573 (almanak jilyen)	1573
1492 (almanak jilyen)	1492
1574 (almanak jilyen)	1574
1493 (almanak jilyen)	1493
1575 (almanak jilyen)	1575
Homer	Homero
1494 (almanak jilyen)	1494
1495 (almanak jilyen)	1495
1496 (almanak jilyen)	1496
1576 (almanak jilyen)	1576
1497 (almanak jilyen)	1497
1577 (almanak jilyen)	1577
1498 (almanak jilyen)	1498
1578 (almanak jilyen)	1578
1499 (almanak jilyen)	1499
1579 (almanak jilyen)	1579
1580 (almanak jilyen)	1580
1581 (almanak jilyen)	1581
Kwak	Quark
1582 (almanak gregoryen)	1582
1600 (almanak gregoryen)	1600
Carl Friedrich Gauss	Carl Friedrich Gauss
1601 (almanak gregoryen)	1601
1583 (almanak gregoryen)	1583
1602 (almanak gregoryen)	1602
1584 (almanak gregoryen)	1584
Edward Teller	Edward Teller
1603 (almanak gregoryen)	1603
1585 (almanak gregoryen)	1585
1604 (almanak gregoryen)	1604
1586 (almanak gregoryen)	1586
1605 (almanak gregoryen)	1605
1587 (almanak gregoryen)	1587
1606 (almanak gregoryen)	1606
1607 (almanak gregoryen)	1607
1588 (almanak gregoryen)	1588
1608 (almanak gregoryen)	1608
1589 (almanak gregoryen)	1589
1609 (almanak gregoryen)	1609
1590 (almanak gregoryen)	1590
1610 (almanak gregoryen)	1610
1591 (almanak gregoryen)	1591
1611 (almanak gregoryen)	1611
1592 (almanak gregoryen)	1592
1612 (almanak gregoryen)	1612
1593 (almanak gregoryen)	1593
1613 (almanak gregoryen)	1613
1594 (almanak gregoryen)	1594
1614 (almanak gregoryen)	1614
1595 (almanak gregoryen)	1595
1615 (almanak gregoryen)	1615
1596 (almanak gregoryen)	1596
1616 (almanak gregoryen)	1616
1597 (almanak gregoryen)	1597
1617 (almanak gregoryen)	1617
1598 (almanak gregoryen)	1598
1618 (almanak gregoryen)	1618
1599 (almanak gregoryen)	1599
1619 (almanak gregoryen)	1619
1620 (almanak gregoryen)	1620
1621 (almanak gregoryen)	1621
1700 (almanak gregoryen)	1700
1701 (almanak gregoryen)	1701
1622 (almanak gregoryen)	1622
1623 (almanak gregoryen)	1623
1702 (almanak gregoryen)	1702
1624 (almanak gregoryen)	1624
1703 (almanak gregoryen)	1703
1704 (almanak gregoryen)	1704
1625 (almanak gregoryen)	1625
1705 (almanak gregoryen)	1705
1626 (almanak gregoryen)	1626
1627 (almanak gregoryen)	1627
1706 (almanak gregoryen)	1706
1628 (almanak gregoryen)	1628
1707 (almanak gregoryen)	1707
Viris epatit B	Virus de la hepatitis B
1708 (almanak gregoryen)	1708
1629 (almanak gregoryen)	1629
1630 (almanak gregoryen)	1630
1709 (almanak gregoryen)	1709
1631 (almanak gregoryen)	1631
1710 (almanak gregoryen)	1710
1632 (almanak gregoryen)	1632
1711 (almanak gregoryen)	1711
1633 (almanak gregoryen)	1633
1712 (almanak gregoryen)	1712
1634 (almanak gregoryen)	1634
1713 (almanak gregoryen)	1713
1800 (almanak gregoryen)	1800
1801 (almanak gregoryen)	1801
1714 (almanak gregoryen)	1714
1635 (almanak gregoryen)	1635
1802 (almanak gregoryen)	1802
1715 (almanak gregoryen)	1715
1636 (almanak gregoryen)	1636
1803 (almanak gregoryen)	1803
1637 (almanak gregoryen)	1637
1716 (almanak gregoryen)	1716
1638 (almanak gregoryen)	1638
1804 (almanak gregoryen)	1804
1717 (almanak gregoryen)	1717
1639 (almanak gregoryen)	1639
1805 (almanak gregoryen)	1805
1718 (almanak gregoryen)	1718
1640 (almanak gregoryen)	1640
1719 (almanak gregoryen)	1719
1806 (almanak gregoryen)	1806
1641 (almanak gregoryen)	1641
1720 (almanak gregoryen)	1720
1807 (almanak gregoryen)	1807
1642 (almanak gregoryen)	1642
1721 (almanak gregoryen)	1721
1808 (almanak gregoryen)	1808
1643 (almanak gregoryen)	1643
1722 (almanak gregoryen)	1722
1809 (almanak gregoryen)	1809
1644 (almanak gregoryen)	1644
1723 (almanak gregoryen)	1723
1810 (almanak gregoryen)	1810
1645 (almanak gregoryen)	1645
1724 (almanak gregoryen)	1724
1811 (almanak gregoryen)	1811
1646 (almanak gregoryen)	1646
1725 (almanak gregoryen)	1725
1812 (almanak gregoryen)	1812
1647 (almanak gregoryen)	1647
1726 (almanak gregoryen)	1726
1813 (almanak gregoryen)	1813
1648 (almanak gregoryen)	1648
1727 (almanak gregoryen)	1727
1814 (almanak gregoryen)	1814
1649 (almanak gregoryen)	1649
1728 (almanak gregoryen)	1728
1815 (almanak gregoryen)	1815
1650 (almanak gregoryen)	1650
1729 (almanak gregoryen)	1729
1816 (almanak gregoryen)	1816
1651 (almanak gregoryen)	1651
1730 (almanak gregoryen)	1730
1817 (almanak gregoryen)	1817
1652 (almanak gregoryen)	1652
1731 (almanak gregoryen)	1731
1818 (almanak gregoryen)	1818
1653 (almanak gregoryen)	1653
1732 (almanak gregoryen)	1732
1819 (almanak gregoryen)	1819
1654 (almanak gregoryen)	1654
1733 (almanak gregoryen)	1733
1820 (almanak gregoryen)	1820
1655 (almanak gregoryen)	1655
1821 (almanak gregoryen)	1821
1734 (almanak gregoryen)	1734
1656 (almanak gregoryen)	1656
1822 (almanak gregoryen)	1822
1735 (almanak gregoryen)	1735
1657 (almanak gregoryen)	1657
1823 (almanak gregoryen)	1823
1736 (almanak gregoryen)	1736
1658 (almanak gregoryen)	1658
1737 (almanak gregoryen)	1737
1824 (almanak gregoryen)	1824
1659 (almanak gregoryen)	1659
1738 (almanak gregoryen)	1738
1825 (almanak gregoryen)	1825
1660 (almanak gregoryen)	1660
1739 (almanak gregoryen)	1739
1826 (almanak gregoryen)	1826
1661 (almanak gregoryen)	1661
1740 (almanak gregoryen)	1740
1827 (almanak gregoryen)	1827
Etwal filant	Meteoroide
Kategori:Etwal	Categoría:Estrellas
Ateyis	Ateísmo
Niels Bohr	Niels Bohr
Evariste Galois	Évariste Galois
Emmy Noether	Emmy Noether
Sophie Germain	Sophie Germain
Ekoloji	Ecología
Jenetik	Genética
Politik	Política
Demokrasi	Democracia
Marie Curie	Marie Curie
Jèn	Gen
Gouvènman	Gobierno
Qin Shi Huang	Qin Shi Huang
Òganis	Ser vivo
Leon Tolstoi	León Tolstói
Alan Turing	Alan Turing
Ada Lovelace	Ada Lovelace
Repiblik	República
Emilie du Châtelet	Émilie du Châtelet
Badmintonn	Bádminton
Bo	Beso
Kristòf Kolon	Cristóbal Colón
Antatik (oseyan)	Océano Antártico
Zòrèy	Oído
Nen	Nariz
Je	Ojo
Misk	Músculo
Moustik	Culicidae
Mouton	Ovis orientalis aries
Reken	Selachimorpha
Chamo	Camelus
Mamifè	Mammalia
Primat	Primates
Foumi	Formicidae
Vwa	Voz humana
Abèy	Anthophila
ADN	Ácido desoxirribonucleico
Espès	Especie
Rosalind Franklin	Rosalind Franklin
Dorothy Crowfoot Hodgkin	Dorothy Crowfoot Hodgkin
Irene Joliot-Curie	Irène Joliot-Curie
Chou flè	Brassica oleracea var. botrytis
Berejèn	Solanum melongena
Lanèj	Nieve
Papa	Padre
Timoun	Niño
1828 (almanak gregoryen)	1828
1829 (almanak gregoryen)	1829
1741 (almanak gregoryen)	1741
1662 (almanak gregoryen)	1662
1742 (almanak gregoryen)	1742
1830 (almanak gregoryen)	1830
1663 (almanak gregoryen)	1663
1831 (almanak gregoryen)	1831
1743 (almanak gregoryen)	1743
1664 (almanak gregoryen)	1664
1665 (almanak gregoryen)	1665
1744 (almanak gregoryen)	1744
1832 (almanak gregoryen)	1832
1666 (almanak gregoryen)	1666
1745 (almanak gregoryen)	1745
1833 (almanak gregoryen)	1833
1667 (almanak gregoryen)	1667
1746 (almanak gregoryen)	1746
Transpò	Transporte
1834 (almanak gregoryen)	1834
1668 (almanak gregoryen)	1668
1747 (almanak gregoryen)	1747
1835 (almanak gregoryen)	1835
1748 (almanak gregoryen)	1748
1836 (almanak gregoryen)	1836
1669 (almanak gregoryen)	1669
Leonhard Euler	Leonhard Euler
1670 (almanak gregoryen)	1670
1749 (almanak gregoryen)	1749
1837 (almanak gregoryen)	1837
1671 (almanak gregoryen)	1671
1750 (almanak gregoryen)	1750
1838 (almanak gregoryen)	1838
1672 (almanak gregoryen)	1672
1751 (almanak gregoryen)	1751
1839 (almanak gregoryen)	1839
1673 (almanak gregoryen)	1673
1752 (almanak gregoryen)	1752
1840 (almanak gregoryen)	1840
1674 (almanak gregoryen)	1674
1753 (almanak gregoryen)	1753
1841 (almanak gregoryen)	1841
1754 (almanak gregoryen)	1754
1675 (almanak gregoryen)	1675
1842 (almanak gregoryen)	1842
1755 (almanak gregoryen)	1755
1676 (almanak gregoryen)	1676
1843 (almanak gregoryen)	1843
1677 (almanak gregoryen)	1677
1756 (almanak gregoryen)	1756
1844 (almanak gregoryen)	1844
1678 (almanak gregoryen)	1678
1757 (almanak gregoryen)	1757
1845 (almanak gregoryen)	1845
1679 (almanak gregoryen)	1679
